phen_id,trait_type,phenocode,pheno_sex,coding,modifier,description,category,n_cases_EUR,filename
157,categorical,20001,both_sexes,1017,,"Cancer code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,185.0,categorical-20001-both_sexes-1017.tsv.bgz
158,categorical,20001,both_sexes,1018,,"Cancer code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,155.0,categorical-20001-both_sexes-1018.tsv.bgz
159,categorical,20001,both_sexes,1019,,"Cancer code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,198.0,categorical-20001-both_sexes-1019.tsv.bgz
160,categorical,20001,both_sexes,1020,,"Cancer code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,592.0,categorical-20001-both_sexes-1020.tsv.bgz
161,categorical,20001,both_sexes,1022,,"Cancer code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,1384.0,categorical-20001-both_sexes-1022.tsv.bgz
162,categorical,20001,both_sexes,1023,,"Cancer code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,301.0,categorical-20001-both_sexes-1023.tsv.bgz
163,categorical,20001,both_sexes,1024,,"Cancer code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,154.0,categorical-20001-both_sexes-1024.tsv.bgz
164,categorical,20001,both_sexes,1030,,"Cancer code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,127.0,categorical-20001-both_sexes-1030.tsv.bgz
165,categorical,20001,both_sexes,1032,,"Cancer code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,193.0,categorical-20001-both_sexes-1032.tsv.bgz
166,categorical,20001,both_sexes,1034,,"Cancer code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,555.0,categorical-20001-both_sexes-1034.tsv.bgz
167,categorical,20001,both_sexes,1035,,"Cancer code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,996.0,categorical-20001-both_sexes-1035.tsv.bgz
168,categorical,20001,both_sexes,1047,,"Cancer code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,108.0,categorical-20001-both_sexes-1047.tsv.bgz
169,categorical,20001,both_sexes,1048,,"Cancer code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,189.0,categorical-20001-both_sexes-1048.tsv.bgz
170,categorical,20001,both_sexes,1050,,"Cancer code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,152.0,categorical-20001-both_sexes-1050.tsv.bgz
171,categorical,20001,both_sexes,1052,,"Cancer code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,396.0,categorical-20001-both_sexes-1052.tsv.bgz
172,categorical,20001,both_sexes,1053,,"Cancer code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,797.0,categorical-20001-both_sexes-1053.tsv.bgz
173,categorical,20001,both_sexes,1055,,"Cancer code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,277.0,categorical-20001-both_sexes-1055.tsv.bgz
174,categorical,20001,both_sexes,1059,,"Cancer code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,3322.0,categorical-20001-both_sexes-1059.tsv.bgz
175,categorical,20001,both_sexes,1060,,"Cancer code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,625.0,categorical-20001-both_sexes-1060.tsv.bgz
176,categorical,20001,both_sexes,1061,,"Cancer code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,3947.0,categorical-20001-both_sexes-1061.tsv.bgz
177,categorical,20001,both_sexes,1062,,"Cancer code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,510.0,categorical-20001-both_sexes-1062.tsv.bgz
178,categorical,20001,both_sexes,1063,,"Cancer code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,118.0,categorical-20001-both_sexes-1063.tsv.bgz
179,categorical,20001,both_sexes,1065,,"Cancer code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,388.0,categorical-20001-both_sexes-1065.tsv.bgz
180,categorical,20001,both_sexes,1068,,"Cancer code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,220.0,categorical-20001-both_sexes-1068.tsv.bgz
181,categorical,20001,both_sexes,1070,,"Cancer code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,117.0,categorical-20001-both_sexes-1070.tsv.bgz
182,categorical,20001,both_sexes,1073,,"Cancer code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,585.0,categorical-20001-both_sexes-1073.tsv.bgz
183,categorical,20001,both_sexes,99999,,"Cancer code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,465.0,categorical-20001-both_sexes-99999.tsv.bgz
184,categorical,20002,both_sexes,1065,,"Non-cancer illness code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,109307.0,categorical-20002-both_sexes-1065.tsv.bgz
185,categorical,20002,both_sexes,1066,,"Non-cancer illness code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,1353.0,categorical-20002-both_sexes-1066.tsv.bgz
186,categorical,20002,both_sexes,1067,,"Non-cancer illness code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,785.0,categorical-20002-both_sexes-1067.tsv.bgz
187,categorical,20002,both_sexes,1072,,"Non-cancer illness code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,1897.0,categorical-20002-both_sexes-1072.tsv.bgz
188,categorical,20002,both_sexes,1074,,"Non-cancer illness code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,13408.0,categorical-20002-both_sexes-1074.tsv.bgz
189,categorical,20002,both_sexes,1075,,"Non-cancer illness code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,9743.0,categorical-20002-both_sexes-1075.tsv.bgz
190,categorical,20002,both_sexes,1076,,"Non-cancer illness code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,260.0,categorical-20002-both_sexes-1076.tsv.bgz
191,categorical,20002,both_sexes,1077,,"Non-cancer illness code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,2321.0,categorical-20002-both_sexes-1077.tsv.bgz
192,categorical,20002,both_sexes,1078,,"Non-cancer illness code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,2866.0,categorical-20002-both_sexes-1078.tsv.bgz
193,categorical,20002,both_sexes,1079,,"Non-cancer illness code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,346.0,categorical-20002-both_sexes-1079.tsv.bgz
194,categorical,20002,both_sexes,1080,,"Non-cancer illness code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,232.0,categorical-20002-both_sexes-1080.tsv.bgz
195,categorical,20002,both_sexes,1081,,"Non-cancer illness code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,5583.0,categorical-20002-both_sexes-1081.tsv.bgz
196,categorical,20002,both_sexes,1082,,"Non-cancer illness code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,1576.0,categorical-20002-both_sexes-1082.tsv.bgz
197,categorical,20002,both_sexes,1083,,"Non-cancer illness code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,169.0,categorical-20002-both_sexes-1083.tsv.bgz
198,categorical,20002,both_sexes,1086,,"Non-cancer illness code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,389.0,categorical-20002-both_sexes-1086.tsv.bgz
199,categorical,20002,both_sexes,1087,,"Non-cancer illness code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,314.0,categorical-20002-both_sexes-1087.tsv.bgz
200,categorical,20002,both_sexes,1093,,"Non-cancer illness code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,3503.0,categorical-20002-both_sexes-1093.tsv.bgz
201,categorical,20002,both_sexes,1094,,"Non-cancer illness code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,8452.0,categorical-20002-both_sexes-1094.tsv.bgz
202,categorical,20002,both_sexes,1111,,"Non-cancer illness code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,48865.0,categorical-20002-both_sexes-1111.tsv.bgz
203,categorical,20002,both_sexes,1112,,"Non-cancer illness code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,1506.0,categorical-20002-both_sexes-1112.tsv.bgz
204,categorical,20002,both_sexes,1113,,"Non-cancer illness code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,5844.0,categorical-20002-both_sexes-1113.tsv.bgz
205,categorical,20002,both_sexes,1114,,"Non-cancer illness code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,1000.0,categorical-20002-both_sexes-1114.tsv.bgz
206,categorical,20002,both_sexes,1115,,"Non-cancer illness code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,138.0,categorical-20002-both_sexes-1115.tsv.bgz
207,categorical,20002,both_sexes,1117,,"Non-cancer illness code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,719.0,categorical-20002-both_sexes-1117.tsv.bgz
208,categorical,20002,both_sexes,1120,,"Non-cancer illness code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,175.0,categorical-20002-both_sexes-1120.tsv.bgz
209,categorical,20002,both_sexes,1121,,"Non-cancer illness code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,107.0,categorical-20002-both_sexes-1121.tsv.bgz
210,categorical,20002,both_sexes,1123,,"Non-cancer illness code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,1372.0,categorical-20002-both_sexes-1123.tsv.bgz
211,categorical,20002,both_sexes,1125,,"Non-cancer illness code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,1426.0,categorical-20002-both_sexes-1125.tsv.bgz
212,categorical,20002,both_sexes,1126,,"Non-cancer illness code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,998.0,categorical-20002-both_sexes-1126.tsv.bgz
213,categorical,20002,both_sexes,1134,,"Non-cancer illness code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,258.0,categorical-20002-both_sexes-1134.tsv.bgz
214,categorical,20002,both_sexes,1135,,"Non-cancer illness code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,907.0,categorical-20002-both_sexes-1135.tsv.bgz
215,categorical,20002,both_sexes,1136,,"Non-cancer illness code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,722.0,categorical-20002-both_sexes-1136.tsv.bgz
216,categorical,20002,both_sexes,1137,,"Non-cancer illness code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,494.0,categorical-20002-both_sexes-1137.tsv.bgz
217,categorical,20002,both_sexes,1138,,"Non-cancer illness code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,17994.0,categorical-20002-both_sexes-1138.tsv.bgz
218,categorical,20002,both_sexes,1139,,"Non-cancer illness code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,1311.0,categorical-20002-both_sexes-1139.tsv.bgz
219,categorical,20002,both_sexes,1142,,"Non-cancer illness code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,2933.0,categorical-20002-both_sexes-1142.tsv.bgz
220,categorical,20002,both_sexes,1143,,"Non-cancer illness code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,640.0,categorical-20002-both_sexes-1143.tsv.bgz
221,categorical,20002,both_sexes,1154,,"Non-cancer illness code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,10017.0,categorical-20002-both_sexes-1154.tsv.bgz
222,categorical,20002,both_sexes,1155,,"Non-cancer illness code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,446.0,categorical-20002-both_sexes-1155.tsv.bgz
223,categorical,20002,both_sexes,1156,,"Non-cancer illness code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,882.0,categorical-20002-both_sexes-1156.tsv.bgz
224,categorical,20002,both_sexes,1157,,"Non-cancer illness code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,433.0,categorical-20002-both_sexes-1157.tsv.bgz
225,categorical,20002,both_sexes,1158,,"Non-cancer illness code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,300.0,categorical-20002-both_sexes-1158.tsv.bgz
226,categorical,20002,both_sexes,1161,,"Non-cancer illness code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,226.0,categorical-20002-both_sexes-1161.tsv.bgz
227,categorical,20002,both_sexes,1162,,"Non-cancer illness code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,7002.0,categorical-20002-both_sexes-1162.tsv.bgz
228,categorical,20002,both_sexes,1163,,"Non-cancer illness code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,420.0,categorical-20002-both_sexes-1163.tsv.bgz
229,categorical,20002,both_sexes,1165,,"Non-cancer illness code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,915.0,categorical-20002-both_sexes-1165.tsv.bgz
230,categorical,20002,both_sexes,1190,,"Non-cancer illness code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,1425.0,categorical-20002-both_sexes-1190.tsv.bgz
231,categorical,20002,both_sexes,1191,,"Non-cancer illness code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,147.0,categorical-20002-both_sexes-1191.tsv.bgz
232,categorical,20002,both_sexes,1192,,"Non-cancer illness code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,189.0,categorical-20002-both_sexes-1192.tsv.bgz
233,categorical,20002,both_sexes,1193,,"Non-cancer illness code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,206.0,categorical-20002-both_sexes-1193.tsv.bgz
234,categorical,20002,both_sexes,1194,,"Non-cancer illness code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,321.0,categorical-20002-both_sexes-1194.tsv.bgz
235,categorical,20002,both_sexes,1196,,"Non-cancer illness code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,1960.0,categorical-20002-both_sexes-1196.tsv.bgz
236,categorical,20002,both_sexes,1197,,"Non-cancer illness code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,3253.0,categorical-20002-both_sexes-1197.tsv.bgz
237,categorical,20002,both_sexes,1200,,"Non-cancer illness code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,283.0,categorical-20002-both_sexes-1200.tsv.bgz
238,categorical,20002,both_sexes,1201,,"Non-cancer illness code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,2542.0,categorical-20002-both_sexes-1201.tsv.bgz
239,categorical,20002,both_sexes,1202,,"Non-cancer illness code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,1479.0,categorical-20002-both_sexes-1202.tsv.bgz
240,categorical,20002,both_sexes,1220,,"Non-cancer illness code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,16550.0,categorical-20002-both_sexes-1220.tsv.bgz
241,categorical,20002,both_sexes,1222,,"Non-cancer illness code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,363.0,categorical-20002-both_sexes-1222.tsv.bgz
242,categorical,20002,both_sexes,1223,,"Non-cancer illness code, self-reported",UK Biobank Assessment Centre > Verbal interview > Medical conditions,2698.0,categorical-20002-both_sexes-1223.tsv.bgz
