phen_id,trait_type,phenocode,pheno_sex,coding,modifier,description,category,n_cases_EUR,filename
1134,categorical,20004,both_sexes,1479,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,17168.0,categorical-20004-both_sexes-1479.tsv.bgz
1135,categorical,20004,both_sexes,1480,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,16504.0,categorical-20004-both_sexes-1480.tsv.bgz
1136,categorical,20004,both_sexes,1481,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,3131.0,categorical-20004-both_sexes-1481.tsv.bgz
1137,categorical,20004,both_sexes,1482,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,1018.0,categorical-20004-both_sexes-1482.tsv.bgz
1138,categorical,20004,both_sexes,1483,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,7412.0,categorical-20004-both_sexes-1483.tsv.bgz
1139,categorical,20004,both_sexes,1484,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,2419.0,categorical-20004-both_sexes-1484.tsv.bgz
1140,categorical,20004,both_sexes,1485,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,1317.0,categorical-20004-both_sexes-1485.tsv.bgz
1141,categorical,20004,both_sexes,1486,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,2302.0,categorical-20004-both_sexes-1486.tsv.bgz
1142,categorical,20004,both_sexes,1487,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,1509.0,categorical-20004-both_sexes-1487.tsv.bgz
1143,categorical,20004,both_sexes,1488,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,4037.0,categorical-20004-both_sexes-1488.tsv.bgz
1144,categorical,20004,both_sexes,1489,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,1293.0,categorical-20004-both_sexes-1489.tsv.bgz
1145,categorical,20004,both_sexes,1490,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,3870.0,categorical-20004-both_sexes-1490.tsv.bgz
1146,categorical,20004,both_sexes,1491,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,5590.0,categorical-20004-both_sexes-1491.tsv.bgz
1147,categorical,20004,both_sexes,1492,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,3602.0,categorical-20004-both_sexes-1492.tsv.bgz
1148,categorical,20004,both_sexes,1493,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,9238.0,categorical-20004-both_sexes-1493.tsv.bgz
1149,categorical,20004,both_sexes,1494,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,8300.0,categorical-20004-both_sexes-1494.tsv.bgz
1150,categorical,20004,both_sexes,1495,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,2009.0,categorical-20004-both_sexes-1495.tsv.bgz
1151,categorical,20004,both_sexes,1496,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,13924.0,categorical-20004-both_sexes-1496.tsv.bgz
1152,categorical,20004,both_sexes,1497,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,1665.0,categorical-20004-both_sexes-1497.tsv.bgz
1153,categorical,20004,both_sexes,1498,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,2380.0,categorical-20004-both_sexes-1498.tsv.bgz
1154,categorical,20004,both_sexes,1499,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,6327.0,categorical-20004-both_sexes-1499.tsv.bgz
1155,categorical,20004,both_sexes,1500,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,2552.0,categorical-20004-both_sexes-1500.tsv.bgz
1156,categorical,20004,both_sexes,1501,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,4426.0,categorical-20004-both_sexes-1501.tsv.bgz
1157,categorical,20004,both_sexes,1502,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,2060.0,categorical-20004-both_sexes-1502.tsv.bgz
1158,categorical,20004,both_sexes,1503,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,5553.0,categorical-20004-both_sexes-1503.tsv.bgz
1159,categorical,20004,both_sexes,1504,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,5929.0,categorical-20004-both_sexes-1504.tsv.bgz
1160,categorical,20004,both_sexes,1505,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,1285.0,categorical-20004-both_sexes-1505.tsv.bgz
1161,categorical,20004,both_sexes,1506,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,4968.0,categorical-20004-both_sexes-1506.tsv.bgz
1162,categorical,20004,both_sexes,1507,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,2438.0,categorical-20004-both_sexes-1507.tsv.bgz
1163,categorical,20004,both_sexes,1508,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,1782.0,categorical-20004-both_sexes-1508.tsv.bgz
1164,categorical,20004,both_sexes,1509,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,2260.0,categorical-20004-both_sexes-1509.tsv.bgz
1165,categorical,20004,both_sexes,1510,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,24029.0,categorical-20004-both_sexes-1510.tsv.bgz
1166,categorical,20004,both_sexes,1511,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,1736.0,categorical-20004-both_sexes-1511.tsv.bgz
1167,categorical,20004,both_sexes,1512,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,3609.0,categorical-20004-both_sexes-1512.tsv.bgz
1168,categorical,20004,both_sexes,1513,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,4025.0,categorical-20004-both_sexes-1513.tsv.bgz
1169,categorical,20004,both_sexes,1514,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,2811.0,categorical-20004-both_sexes-1514.tsv.bgz
1170,categorical,20004,both_sexes,1515,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,385.0,categorical-20004-both_sexes-1515.tsv.bgz
1171,categorical,20004,both_sexes,1516,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,498.0,categorical-20004-both_sexes-1516.tsv.bgz
1172,categorical,20004,both_sexes,1517,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,8435.0,categorical-20004-both_sexes-1517.tsv.bgz
1173,categorical,20004,both_sexes,1518,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,372.0,categorical-20004-both_sexes-1518.tsv.bgz
1174,categorical,20004,both_sexes,1519,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,8325.0,categorical-20004-both_sexes-1519.tsv.bgz
1175,categorical,20004,both_sexes,1520,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,7430.0,categorical-20004-both_sexes-1520.tsv.bgz
1176,categorical,20004,both_sexes,1521,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,1471.0,categorical-20004-both_sexes-1521.tsv.bgz
1177,categorical,20004,both_sexes,1522,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,1814.0,categorical-20004-both_sexes-1522.tsv.bgz
1178,categorical,20004,both_sexes,1523,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,586.0,categorical-20004-both_sexes-1523.tsv.bgz
1179,categorical,20004,both_sexes,1524,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,180.0,categorical-20004-both_sexes-1524.tsv.bgz
1180,categorical,20004,both_sexes,1525,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,791.0,categorical-20004-both_sexes-1525.tsv.bgz
1181,categorical,20004,both_sexes,1526,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,178.0,categorical-20004-both_sexes-1526.tsv.bgz
1182,categorical,20004,both_sexes,1527,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,1089.0,categorical-20004-both_sexes-1527.tsv.bgz
1183,categorical,20004,both_sexes,1528,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,347.0,categorical-20004-both_sexes-1528.tsv.bgz
1184,categorical,20004,both_sexes,1531,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,1525.0,categorical-20004-both_sexes-1531.tsv.bgz
1185,categorical,20004,both_sexes,1532,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,1106.0,categorical-20004-both_sexes-1532.tsv.bgz
1186,categorical,20004,both_sexes,1533,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,690.0,categorical-20004-both_sexes-1533.tsv.bgz
1187,categorical,20004,both_sexes,1534,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,1863.0,categorical-20004-both_sexes-1534.tsv.bgz
1188,categorical,20004,both_sexes,1535,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,444.0,categorical-20004-both_sexes-1535.tsv.bgz
1189,categorical,20004,both_sexes,1536,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,651.0,categorical-20004-both_sexes-1536.tsv.bgz
1190,categorical,20004,both_sexes,1537,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,869.0,categorical-20004-both_sexes-1537.tsv.bgz
1191,categorical,20004,both_sexes,1538,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,297.0,categorical-20004-both_sexes-1538.tsv.bgz
1192,categorical,20004,both_sexes,1539,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,587.0,categorical-20004-both_sexes-1539.tsv.bgz
1193,categorical,20004,both_sexes,1540,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,1036.0,categorical-20004-both_sexes-1540.tsv.bgz
1194,categorical,20004,both_sexes,1541,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,400.0,categorical-20004-both_sexes-1541.tsv.bgz
1195,categorical,20004,both_sexes,1542,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,671.0,categorical-20004-both_sexes-1542.tsv.bgz
1196,categorical,20004,both_sexes,1543,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,293.0,categorical-20004-both_sexes-1543.tsv.bgz
1197,categorical,20004,both_sexes,1544,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,424.0,categorical-20004-both_sexes-1544.tsv.bgz
1198,categorical,20004,both_sexes,1545,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,234.0,categorical-20004-both_sexes-1545.tsv.bgz
1199,categorical,20004,both_sexes,1546,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,116.0,categorical-20004-both_sexes-1546.tsv.bgz
1200,categorical,20004,both_sexes,1547,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,372.0,categorical-20004-both_sexes-1547.tsv.bgz
1201,categorical,20004,both_sexes,1548,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,307.0,categorical-20004-both_sexes-1548.tsv.bgz
1202,categorical,20004,both_sexes,1553,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,273.0,categorical-20004-both_sexes-1553.tsv.bgz
1203,categorical,20004,both_sexes,1556,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,692.0,categorical-20004-both_sexes-1556.tsv.bgz
1204,categorical,20004,both_sexes,1557,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,2399.0,categorical-20004-both_sexes-1557.tsv.bgz
1205,categorical,20004,both_sexes,1558,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,1420.0,categorical-20004-both_sexes-1558.tsv.bgz
1206,categorical,20004,both_sexes,1559,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,1237.0,categorical-20004-both_sexes-1559.tsv.bgz
1207,categorical,20004,both_sexes,1560,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,176.0,categorical-20004-both_sexes-1560.tsv.bgz
1208,categorical,20004,both_sexes,1561,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,18935.0,categorical-20004-both_sexes-1561.tsv.bgz
1209,categorical,20004,both_sexes,1562,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,2360.0,categorical-20004-both_sexes-1562.tsv.bgz
1210,categorical,20004,both_sexes,1563,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,6080.0,categorical-20004-both_sexes-1563.tsv.bgz
1211,categorical,20004,both_sexes,1564,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,373.0,categorical-20004-both_sexes-1564.tsv.bgz
1212,categorical,20004,both_sexes,1568,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,153.0,categorical-20004-both_sexes-1568.tsv.bgz
1213,categorical,20004,both_sexes,1571,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,152.0,categorical-20004-both_sexes-1571.tsv.bgz
1214,categorical,20004,both_sexes,1573,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,224.0,categorical-20004-both_sexes-1573.tsv.bgz
1215,categorical,20004,both_sexes,1575,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,138.0,categorical-20004-both_sexes-1575.tsv.bgz
1216,categorical,20004,both_sexes,1576,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,148.0,categorical-20004-both_sexes-1576.tsv.bgz
1217,categorical,20004,both_sexes,1579,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,580.0,categorical-20004-both_sexes-1579.tsv.bgz
1218,categorical,20004,both_sexes,1583,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,211.0,categorical-20004-both_sexes-1583.tsv.bgz
1219,categorical,20004,both_sexes,1586,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,135.0,categorical-20004-both_sexes-1586.tsv.bgz
1220,categorical,20004,both_sexes,1587,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,297.0,categorical-20004-both_sexes-1587.tsv.bgz
1221,categorical,20004,both_sexes,1588,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,333.0,categorical-20004-both_sexes-1588.tsv.bgz
1222,categorical,20004,both_sexes,1589,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,189.0,categorical-20004-both_sexes-1589.tsv.bgz
1223,categorical,20004,both_sexes,1590,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,587.0,categorical-20004-both_sexes-1590.tsv.bgz
1224,categorical,20004,both_sexes,1591,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,305.0,categorical-20004-both_sexes-1591.tsv.bgz
1225,categorical,20004,both_sexes,1592,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,153.0,categorical-20004-both_sexes-1592.tsv.bgz
1226,categorical,20004,both_sexes,1593,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,782.0,categorical-20004-both_sexes-1593.tsv.bgz
1227,categorical,20004,both_sexes,1594,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,688.0,categorical-20004-both_sexes-1594.tsv.bgz
1228,categorical,20004,both_sexes,1595,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,102.0,categorical-20004-both_sexes-1595.tsv.bgz
1229,categorical,20004,both_sexes,1596,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,1006.0,categorical-20004-both_sexes-1596.tsv.bgz
1230,categorical,20004,both_sexes,1597,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,722.0,categorical-20004-both_sexes-1597.tsv.bgz
1231,categorical,20004,both_sexes,1598,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,187.0,categorical-20004-both_sexes-1598.tsv.bgz
1232,categorical,20004,both_sexes,1599,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,103.0,categorical-20004-both_sexes-1599.tsv.bgz
1233,categorical,20004,both_sexes,1600,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,575.0,categorical-20004-both_sexes-1600.tsv.bgz
1234,categorical,20004,both_sexes,1607,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,334.0,categorical-20004-both_sexes-1607.tsv.bgz
1235,categorical,20004,both_sexes,1608,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,229.0,categorical-20004-both_sexes-1608.tsv.bgz
1236,categorical,20004,both_sexes,1609,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,251.0,categorical-20004-both_sexes-1609.tsv.bgz
1237,categorical,20004,both_sexes,1611,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,256.0,categorical-20004-both_sexes-1611.tsv.bgz
1238,categorical,20004,both_sexes,1612,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,202.0,categorical-20004-both_sexes-1612.tsv.bgz
1239,categorical,20004,both_sexes,1614,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,321.0,categorical-20004-both_sexes-1614.tsv.bgz
1240,categorical,20004,both_sexes,1616,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,110.0,categorical-20004-both_sexes-1616.tsv.bgz
1241,categorical,20004,both_sexes,1617,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,283.0,categorical-20004-both_sexes-1617.tsv.bgz
1242,categorical,20004,both_sexes,1620,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,135.0,categorical-20004-both_sexes-1620.tsv.bgz
1243,categorical,20004,both_sexes,1621,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,155.0,categorical-20004-both_sexes-1621.tsv.bgz
1244,categorical,20004,both_sexes,99999,,Operation code,UK Biobank Assessment Centre > Verbal interview > Operations,8604.0,categorical-20004-both_sexes-99999.tsv.bgz
1245,categorical,20079,both_sexes,1,,Day-of-week questionnaire completion requested,Online follow-up > Diet by 24-hour recall > Diet questionnaire performance,9225.0,categorical-20079-both_sexes-1.tsv.bgz
1246,categorical,20079,both_sexes,2,,Day-of-week questionnaire completion requested,Online follow-up > Diet by 24-hour recall > Diet questionnaire performance,9494.0,categorical-20079-both_sexes-2.tsv.bgz
1247,categorical,20079,both_sexes,3,,Day-of-week questionnaire completion requested,Online follow-up > Diet by 24-hour recall > Diet questionnaire performance,9841.0,categorical-20079-both_sexes-3.tsv.bgz
1248,categorical,20079,both_sexes,4,,Day-of-week questionnaire completion requested,Online follow-up > Diet by 24-hour recall > Diet questionnaire performance,9944.0,categorical-20079-both_sexes-4.tsv.bgz
1249,categorical,20079,both_sexes,5,,Day-of-week questionnaire completion requested,Online follow-up > Diet by 24-hour recall > Diet questionnaire performance,10174.0,categorical-20079-both_sexes-5.tsv.bgz
1250,categorical,20079,both_sexes,6,,Day-of-week questionnaire completion requested,Online follow-up > Diet by 24-hour recall > Diet questionnaire performance,10070.0,categorical-20079-both_sexes-6.tsv.bgz
1251,categorical,20079,both_sexes,7,,Day-of-week questionnaire completion requested,Online follow-up > Diet by 24-hour recall > Diet questionnaire performance,142.0,categorical-20079-both_sexes-7.tsv.bgz
1252,categorical,20080,both_sexes,1,,Day-of-week questionnaire completed,Online follow-up > Diet by 24-hour recall > Diet questionnaire performance,9225.0,categorical-20080-both_sexes-1.tsv.bgz
1253,categorical,20080,both_sexes,2,,Day-of-week questionnaire completed,Online follow-up > Diet by 24-hour recall > Diet questionnaire performance,9494.0,categorical-20080-both_sexes-2.tsv.bgz
1254,categorical,20080,both_sexes,3,,Day-of-week questionnaire completed,Online follow-up > Diet by 24-hour recall > Diet questionnaire performance,9841.0,categorical-20080-both_sexes-3.tsv.bgz
1255,categorical,20080,both_sexes,4,,Day-of-week questionnaire completed,Online follow-up > Diet by 24-hour recall > Diet questionnaire performance,9944.0,categorical-20080-both_sexes-4.tsv.bgz
1256,categorical,20080,both_sexes,5,,Day-of-week questionnaire completed,Online follow-up > Diet by 24-hour recall > Diet questionnaire performance,10174.0,categorical-20080-both_sexes-5.tsv.bgz
1257,categorical,20080,both_sexes,6,,Day-of-week questionnaire completed,Online follow-up > Diet by 24-hour recall > Diet questionnaire performance,10070.0,categorical-20080-both_sexes-6.tsv.bgz
1258,categorical,20080,both_sexes,7,,Day-of-week questionnaire completed,Online follow-up > Diet by 24-hour recall > Diet questionnaire performance,142.0,categorical-20080-both_sexes-7.tsv.bgz
1259,categorical,20084,both_sexes,468,,Vitamin and/or mineral supplement use,Online follow-up > Diet by 24-hour recall > Vitamin/mineral supplements yesterday,4370.0,categorical-20084-both_sexes-468.tsv.bgz
1260,categorical,20084,both_sexes,469,,Vitamin and/or mineral supplement use,Online follow-up > Diet by 24-hour recall > Vitamin/mineral supplements yesterday,1483.0,categorical-20084-both_sexes-469.tsv.bgz
1261,categorical,20084,both_sexes,470,,Vitamin and/or mineral supplement use,Online follow-up > Diet by 24-hour recall > Vitamin/mineral supplements yesterday,340.0,categorical-20084-both_sexes-470.tsv.bgz
1262,categorical,20084,both_sexes,471,,Vitamin and/or mineral supplement use,Online follow-up > Diet by 24-hour recall > Vitamin/mineral supplements yesterday,3411.0,categorical-20084-both_sexes-471.tsv.bgz
1263,categorical,20084,both_sexes,472,,Vitamin and/or mineral supplement use,Online follow-up > Diet by 24-hour recall > Vitamin/mineral supplements yesterday,14238.0,categorical-20084-both_sexes-472.tsv.bgz
1264,categorical,20084,both_sexes,473,,Vitamin and/or mineral supplement use,Online follow-up > Diet by 24-hour recall > Vitamin/mineral supplements yesterday,9016.0,categorical-20084-both_sexes-473.tsv.bgz
1265,categorical,20084,both_sexes,474,,Vitamin and/or mineral supplement use,Online follow-up > Diet by 24-hour recall > Vitamin/mineral supplements yesterday,2691.0,categorical-20084-both_sexes-474.tsv.bgz
1266,categorical,20084,both_sexes,475,,Vitamin and/or mineral supplement use,Online follow-up > Diet by 24-hour recall > Vitamin/mineral supplements yesterday,572.0,categorical-20084-both_sexes-475.tsv.bgz
1267,categorical,20084,both_sexes,476,,Vitamin and/or mineral supplement use,Online follow-up > Diet by 24-hour recall > Vitamin/mineral supplements yesterday,1319.0,categorical-20084-both_sexes-476.tsv.bgz
1268,categorical,20084,both_sexes,477,,Vitamin and/or mineral supplement use,Online follow-up > Diet by 24-hour recall > Vitamin/mineral supplements yesterday,1178.0,categorical-20084-both_sexes-477.tsv.bgz
1269,categorical,20084,both_sexes,478,,Vitamin and/or mineral supplement use,Online follow-up > Diet by 24-hour recall > Vitamin/mineral supplements yesterday,3735.0,categorical-20084-both_sexes-478.tsv.bgz
1270,categorical,20084,both_sexes,479,,Vitamin and/or mineral supplement use,Online follow-up > Diet by 24-hour recall > Vitamin/mineral supplements yesterday,1848.0,categorical-20084-both_sexes-479.tsv.bgz
1271,categorical,20084,both_sexes,480,,Vitamin and/or mineral supplement use,Online follow-up > Diet by 24-hour recall > Vitamin/mineral supplements yesterday,1101.0,categorical-20084-both_sexes-480.tsv.bgz
1272,categorical,20084,both_sexes,481,,Vitamin and/or mineral supplement use,Online follow-up > Diet by 24-hour recall > Vitamin/mineral supplements yesterday,738.0,categorical-20084-both_sexes-481.tsv.bgz
1273,categorical,20084,both_sexes,482,,Vitamin and/or mineral supplement use,Online follow-up > Diet by 24-hour recall > Vitamin/mineral supplements yesterday,247.0,categorical-20084-both_sexes-482.tsv.bgz
1274,categorical,20084,both_sexes,483,,Vitamin and/or mineral supplement use,Online follow-up > Diet by 24-hour recall > Vitamin/mineral supplements yesterday,922.0,categorical-20084-both_sexes-483.tsv.bgz
1275,categorical,20084,both_sexes,484,,Vitamin and/or mineral supplement use,Online follow-up > Diet by 24-hour recall > Vitamin/mineral supplements yesterday,933.0,categorical-20084-both_sexes-484.tsv.bgz
1276,categorical,20084,both_sexes,485,,Vitamin and/or mineral supplement use,Online follow-up > Diet by 24-hour recall > Vitamin/mineral supplements yesterday,3312.0,categorical-20084-both_sexes-485.tsv.bgz
1277,categorical,20084,both_sexes,486,,Vitamin and/or mineral supplement use,Online follow-up > Diet by 24-hour recall > Vitamin/mineral supplements yesterday,810.0,categorical-20084-both_sexes-486.tsv.bgz
1278,categorical,20084,both_sexes,487,,Vitamin and/or mineral supplement use,Online follow-up > Diet by 24-hour recall > Vitamin/mineral supplements yesterday,1741.0,categorical-20084-both_sexes-487.tsv.bgz
1279,categorical,20084,both_sexes,488,,Vitamin and/or mineral supplement use,Online follow-up > Diet by 24-hour recall > Vitamin/mineral supplements yesterday,2199.0,categorical-20084-both_sexes-488.tsv.bgz
1280,categorical,20085,both_sexes,3,,Reason for not eating or drinking normally,Online follow-up > Diet by 24-hour recall > Typical diet yesterday,324.0,categorical-20085-both_sexes-3.tsv.bgz
1281,categorical,20085,both_sexes,5,,Reason for not eating or drinking normally,Online follow-up > Diet by 24-hour recall > Typical diet yesterday,4513.0,categorical-20085-both_sexes-5.tsv.bgz
1282,categorical,20085,both_sexes,6,,Reason for not eating or drinking normally,Online follow-up > Diet by 24-hour recall > Typical diet yesterday,6127.0,categorical-20085-both_sexes-6.tsv.bgz
1283,categorical,20086,both_sexes,10,,Type of special diet followed,Online follow-up > Diet by 24-hour recall > Typical diet yesterday,7059.0,categorical-20086-both_sexes-10.tsv.bgz
1284,categorical,20086,both_sexes,11,,Type of special diet followed,Online follow-up > Diet by 24-hour recall > Typical diet yesterday,1976.0,categorical-20086-both_sexes-11.tsv.bgz
1285,categorical,20086,both_sexes,12,,Type of special diet followed,Online follow-up > Diet by 24-hour recall > Typical diet yesterday,141.0,categorical-20086-both_sexes-12.tsv.bgz
1286,categorical,20086,both_sexes,13,,Type of special diet followed,Online follow-up > Diet by 24-hour recall > Typical diet yesterday,1989.0,categorical-20086-both_sexes-13.tsv.bgz
1287,categorical,20086,both_sexes,8,,Type of special diet followed,Online follow-up > Diet by 24-hour recall > Typical diet yesterday,1209.0,categorical-20086-both_sexes-8.tsv.bgz
1288,categorical,20086,both_sexes,9,,Type of special diet followed,Online follow-up > Diet by 24-hour recall > Typical diet yesterday,793.0,categorical-20086-both_sexes-9.tsv.bgz
1289,categorical,20087,both_sexes,159,,Types of spread used on bread/crackers,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,14371.0,categorical-20087-both_sexes-159.tsv.bgz
1290,categorical,20087,both_sexes,160,,Types of spread used on bread/crackers,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,6132.0,categorical-20087-both_sexes-160.tsv.bgz
1291,categorical,20087,both_sexes,161,,Types of spread used on bread/crackers,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,1239.0,categorical-20087-both_sexes-161.tsv.bgz
1292,categorical,20087,both_sexes,162,,Types of spread used on bread/crackers,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,6307.0,categorical-20087-both_sexes-162.tsv.bgz
1293,categorical,20087,both_sexes,163,,Types of spread used on bread/crackers,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,526.0,categorical-20087-both_sexes-163.tsv.bgz
1294,categorical,20087,both_sexes,164,,Types of spread used on bread/crackers,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,7266.0,categorical-20087-both_sexes-164.tsv.bgz
1295,categorical,20087,both_sexes,165,,Types of spread used on bread/crackers,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,256.0,categorical-20087-both_sexes-165.tsv.bgz
1296,categorical,20087,both_sexes,166,,Types of spread used on bread/crackers,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,2794.0,categorical-20087-both_sexes-166.tsv.bgz
1297,categorical,20087,both_sexes,167,,Types of spread used on bread/crackers,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,2146.0,categorical-20087-both_sexes-167.tsv.bgz
1298,categorical,20087,both_sexes,168,,Types of spread used on bread/crackers,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,697.0,categorical-20087-both_sexes-168.tsv.bgz
1299,categorical,20087,both_sexes,169,,Types of spread used on bread/crackers,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,626.0,categorical-20087-both_sexes-169.tsv.bgz
